Invoice,Date,Month,Country,TransactionType,PrimaryIssue,IssueMask,ReviewStatus,SourceRows,FlaggedRows,RuleHits,MissingCustomerRows,MissingDescriptionRows,DuplicateRows,ZeroPriceRows,NegativePriceRows,AdjustmentRows,PositiveValue,FlaggedPositiveValue,DuplicatePositiveValue,UnidentifiedPositiveValue,SignedValue,FirstSourceRow
536608,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,38.1,0.0,0.0,0.0,38.1,3191
536609,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,244.46,0.0,0.0,0.0,244.46,3194
536610,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,22.2,0.0,0.0,0.0,22.2,3210
536611,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,14,0,0,0,0,0,0,0,0,259.65,0.0,0.0,0.0,259.65,3212
536612,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,206.76,0.0,0.0,0.0,206.76,3226
536613,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,17,0,0,0,0,0,0,0,0,208.97,0.0,0.0,0.0,208.97,3241
536614,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,22.2,0.0,0.0,0.0,22.2,3258
536615,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,12,0,0,0,0,0,0,0,0,286.92,0.0,0.0,0.0,286.92,3260
536616,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,244.08,0.0,0.0,0.0,244.08,3272
536617,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,11,0,0,0,0,0,0,0,0,1095.12,0.0,0.0,0.0,1095.12,3273
536618,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,780.12,0.0,0.0,0.0,780.12,3284
536619,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,97.2,0.0,0.0,0.0,97.2,3305
536620,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,23,0,0,0,0,0,0,0,0,485.25,0.0,0.0,0.0,485.25,3307
536621,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,10,0,0,0,0,0,0,0,0,350.06,0.0,0.0,0.0,350.06,3330
536623,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,48,0,0,0,0,0,0,0,0,768.38,0.0,0.0,0.0,768.38,3341
536624,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,22,0,0,0,0,0,0,0,0,610.64,0.0,0.0,0.0,610.64,3389
536626,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,12.6,0.0,0.0,0.0,12.6,3411
536627,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,14,0,0,0,0,0,0,0,0,306.2,0.0,0.0,0.0,306.2,3413
536628,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,230.56,0.0,0.0,0.0,230.56,3427
536629,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,22.2,0.0,0.0,0.0,22.2,3443
536630,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,244.46,0.0,0.0,0.0,244.46,3445
536631,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,22.2,0.0,0.0,0.0,22.2,3461
536632,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,312.8,0.0,0.0,0.0,312.8,3463
536633,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,18,0,0,0,0,0,0,0,0,204.15,0.0,0.0,0.0,204.15,3484
536634,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,14,0,0,0,0,0,0,0,0,193.78,0.0,0.0,0.0,193.78,3502
536635,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,20,0,0,0,0,0,0,0,0,572.38,0.0,0.0,0.0,572.38,3516
536636,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,106.2,0.0,0.0,0.0,106.2,3536
536637,2010-12-02,2010-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,8,8,8,0,0,8,0,0,0,15.5,15.5,15.5,0.0,15.5,3543
536637,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,59,0,0,0,0,0,0,0,0,219.66,0.0,0.0,0.0,219.66,3537
536638,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,63,0,0,0,0,0,0,0,0,1056.63,0.0,0.0,0.0,1056.63,3604
536639,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,288.5,0.0,0.0,0.0,288.5,3667
536640,2010-12-02,2010-12,United Kingdom,Positive sale line,Customer ID missing,1,Review required,11,11,11,11,0,0,0,0,0,45.85,45.85,0.0,45.85,45.85,3683
536641,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,4.25,0.0,0.0,0.0,4.25,3694
536643,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,27,0,0,0,0,0,0,0,0,223.7,0.0,0.0,0.0,223.7,3696
536663,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,299.4,0.0,0.0,0.0,299.4,3723
536667,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,362.5,0.0,0.0,0.0,362.5,3729
536670,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,58.0,0.0,0.0,0.0,58.0,3745
536671,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,136.2,0.0,0.0,0.0,136.2,3746
536672,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,4,0,0,0,0,0,0,0,0,127.2,0.0,0.0,0.0,127.2,3751
536673,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,339.84,0.0,0.0,0.0,339.84,3755
536674,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,21,0,0,0,0,0,0,0,0,127.08,0.0,0.0,0.0,127.08,3763
536676,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,9,0,0,0,0,0,0,0,0,207.5,0.0,0.0,0.0,207.5,3784
536681,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,113.92,0.0,0.0,0.0,113.92,3793
536685,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,17,0,0,0,0,0,0,0,0,380.46,0.0,0.0,0.0,380.46,3806
536688,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,22.2,0.0,0.0,0.0,22.2,3823
536690,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,17,0,0,0,0,0,0,0,0,331.26,0.0,0.0,0.0,331.26,3825
536693,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,22.2,0.0,0.0,0.0,22.2,3842
536698,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,326.0,0.0,0.0,0.0,326.0,3844
536707,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,199.65,0.0,0.0,0.0,199.65,3860
536732,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,26,0,0,0,0,0,0,0,0,354.54,0.0,0.0,0.0,354.54,3873
536733,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,14,0,0,0,0,0,0,0,0,329.65,0.0,0.0,0.0,329.65,3899
536735,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,211.2,0.0,0.0,0.0,211.2,3915
536736,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,824.88,0.0,0.0,0.0,824.88,3916
536738,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,98.18,0.0,0.0,0.0,98.18,3922
536739,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,12,0,0,0,0,0,0,0,0,201.75,0.0,0.0,0.0,201.75,3929
536740,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,92.75,0.0,0.0,0.0,92.75,3941
536741,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,202.12,0.0,0.0,0.0,202.12,3948
536742,2010-12-02,2010-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,1,1,1,0,0,1,0,0,0,1.65,1.65,1.65,0.0,1.65,4006
536742,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,49,0,0,0,0,0,0,0,0,196.43,0.0,0.0,0.0,196.43,3963
536743,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,35,0,0,0,0,0,0,0,0,261.76,0.0,0.0,0.0,261.76,4013
536744,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,10,0,0,0,0,0,0,0,0,379.75,0.0,0.0,0.0,379.75,4048
536745,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,10,0,0,0,0,0,0,0,0,341.9,0.0,0.0,0.0,341.9,4058
536746,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,248.1,0.0,0.0,0.0,248.1,4068
536747,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,12,0,0,0,0,0,0,0,0,100.2,0.0,0.0,0.0,100.2,4081
536748,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,116.0,0.0,0.0,0.0,116.0,4093
536749,2010-12-02,2010-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,8,8,8,0,0,8,0,0,0,31.4,31.4,31.4,0.0,31.4,4123
536749,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,57,0,0,0,0,0,0,0,0,321.79,0.0,0.0,0.0,321.79,4098
536750,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,19,0,0,0,0,0,0,0,0,434.8,0.0,0.0,0.0,434.8,4163
536751,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,22.2,0.0,0.0,0.0,22.2,4182
536752,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,19,0,0,0,0,0,0,0,0,390.66,0.0,0.0,0.0,390.66,4184
536753,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,22.2,0.0,0.0,0.0,22.2,4203
536754,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,50,0,0,0,0,0,0,0,0,210.24,0.0,0.0,0.0,210.24,4205
536755,2010-12-02,2010-12,United Kingdom,Positive sale line,Customer ID missing,1,Review required,15,15,15,15,0,0,0,0,0,54.25,54.25,0.0,54.25,54.25,4255
536756,2010-12-02,2010-12,United Kingdom,Positive sale line,Customer ID missing,1,Review required,19,19,19,19,0,0,0,0,0,66.65,66.65,0.0,66.65,66.65,4270
536759,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,17,0,0,0,0,0,0,0,0,311.25,0.0,0.0,0.0,311.25,4291
536761,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,98.9,0.0,0.0,0.0,98.9,4310
536762,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,20,0,0,0,0,0,0,0,0,307.68,0.0,0.0,0.0,307.68,4317
536763,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,12,0,0,0,0,0,0,0,0,452.52,0.0,0.0,0.0,452.52,4337
536764,2010-12-02,2010-12,United Kingdom,Adjustment / non-sale,Description missing,43,Review required,1,1,4,1,1,0,1,0,1,0.0,0.0,0.0,0.0,0.0,4349
536765,2010-12-02,2010-12,United Kingdom,Adjustment / non-sale,Description missing,11,Review required,1,1,3,1,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,4350
536769,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,31,0,0,0,0,0,0,0,0,668.4,0.0,0.0,0.0,668.4,4351
536771,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,118.38,0.0,0.0,0.0,118.38,4382
536777,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,138.1,0.0,0.0,0.0,138.1,4389
536778,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,14,0,0,0,0,0,0,0,0,193.23,0.0,0.0,0.0,193.23,4394
536779,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,15.0,0.0,0.0,0.0,15.0,4408
536780,2010-12-02,2010-12,United Kingdom,Positive sale line,Customer ID missing,1,Review required,4,4,4,4,0,0,0,0,0,12.8,12.8,0.0,12.8,12.8,4409
536781,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,50.4,0.0,0.0,0.0,50.4,4413
536782,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,27,0,0,0,0,0,0,0,0,517.95,0.0,0.0,0.0,517.95,4414
536783,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,38,0,0,0,0,0,0,0,0,4076.48,0.0,0.0,0.0,4076.48,4441
536784,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,25,0,0,0,0,0,0,0,0,2170.9,0.0,0.0,0.0,2170.9,4479
536785,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,2730.96,0.0,0.0,0.0,2730.96,4504
536786,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,324.0,0.0,0.0,0.0,324.0,4510
536787,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,13,0,0,0,0,0,0,0,0,192.46,0.0,0.0,0.0,192.46,4512
536788,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,75.0,0.0,0.0,0.0,75.0,4525
536789,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,22.2,0.0,0.0,0.0,22.2,4526
536790,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,17,0,0,0,0,0,0,0,0,532.01,0.0,0.0,0.0,532.01,4528
536791,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,44.4,0.0,0.0,0.0,44.4,4545
536792,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,30.0,0.0,0.0,0.0,30.0,4547
536793,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,11,0,0,0,0,0,0,0,0,170.7,0.0,0.0,0.0,170.7,4548
536794,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,4,0,0,0,0,0,0,0,0,322.8,0.0,0.0,0.0,322.8,4559
536795,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,333.72,0.0,0.0,0.0,333.72,4563
536796,2010-12-02,2010-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,16,16,16,0,0,16,0,0,0,26.61,26.61,26.61,0.0,26.61,4600
536796,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,105,0,0,0,0,0,0,0,0,349.04,0.0,0.0,0.0,349.04,4570
536797,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,6,0,0,0,0,0,0,0,0,130.8,0.0,0.0,0.0,130.8,4691
536798,2010-12-02,2010-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,2,2,2,0,0,2,0,0,0,32.7,32.7,32.7,0.0,32.7,4718
536798,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,29,0,0,0,0,0,0,0,0,684.46,0.0,0.0,0.0,684.46,4697
536799,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,18,0,0,0,0,0,0,0,0,183.3,0.0,0.0,0.0,183.3,4728
536800,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,19,0,0,0,0,0,0,0,0,236.97,0.0,0.0,0.0,236.97,4746
536801,2010-12-02,2010-12,United Kingdom,Positive sale line,Customer ID missing,1,Review required,14,14,14,14,0,0,0,0,0,252.3,252.3,0.0,252.3,252.3,4765
536802,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,197.3,0.0,0.0,0.0,197.3,4779
536803,2010-12-02,2010-12,EIRE,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,22.5,0.0,0.0,0.0,22.5,4787
536804,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,25,0,0,0,0,0,0,0,0,1714.25,0.0,0.0,0.0,1714.25,4788
536805,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,20,0,0,0,0,0,0,0,0,406.56,0.0,0.0,0.0,406.56,4813
536806,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,5,0,0,0,0,0,0,0,0,45.12,0.0,0.0,0.0,45.12,4833
536808,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,12,0,0,0,0,0,0,0,0,247.8,0.0,0.0,0.0,247.8,4840
536809,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,1003.2,0.0,0.0,0.0,1003.2,4852
536810,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,303.96,0.0,0.0,0.0,303.96,4853
536811,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,527.85,0.0,0.0,0.0,527.85,4854
536813,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,17,0,0,0,0,0,0,0,0,189.8,0.0,0.0,0.0,189.8,4861
536819,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,17,0,0,0,0,0,0,0,0,308.28,0.0,0.0,0.0,308.28,4889
536821,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,23,0,0,0,0,0,0,0,0,143.45,0.0,0.0,0.0,143.45,4910
536823,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,50.55,0.0,0.0,0.0,50.55,4935
536824,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,408.0,0.0,0.0,0.0,408.0,4938
536830,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,2002.4,0.0,0.0,0.0,2002.4,4947
536831,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,4,0,0,0,0,0,0,0,0,569.4,0.0,0.0,0.0,569.4,4949
536832,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,8,0,0,0,0,0,0,0,0,164.8,0.0,0.0,0.0,164.8,4953
536833,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,29,0,0,0,0,0,0,0,0,438.1,0.0,0.0,0.0,438.1,4961
536834,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,35.4,0.0,0.0,0.0,35.4,4990
536835,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,1,0,0,0,0,0,0,0,0,295.0,0.0,0.0,0.0,295.0,4991
536836,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,27,0,0,0,0,0,0,0,0,263.3,0.0,0.0,0.0,263.3,4992
536837,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,27,0,0,0,0,0,0,0,0,308.68,0.0,0.0,0.0,308.68,5019
536838,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,37.2,0.0,0.0,0.0,37.2,5046
536839,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,16,0,0,0,0,0,0,0,0,623.73,0.0,0.0,0.0,623.73,5049
536840,2010-12-02,2010-12,Germany,Positive sale line,No rule triggered,0,No rule triggered,11,0,0,0,0,0,0,0,0,155.35,0.0,0.0,0.0,155.35,5065
536841,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,22,0,0,0,0,0,0,0,0,393.42,0.0,0.0,0.0,393.42,5076
536842,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,11,0,0,0,0,0,0,0,0,263.62,0.0,0.0,0.0,263.62,5098
536843,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,2,0,0,0,0,0,0,0,0,34.9,0.0,0.0,0.0,34.9,5109
536844,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,189.3,0.0,0.0,0.0,189.3,5111
536845,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,29,0,0,0,0,0,0,0,0,127.55,0.0,0.0,0.0,127.55,5114
536846,2010-12-02,2010-12,United Kingdom,Positive sale line,Exact duplicate candidate,4,Review required,6,6,6,0,0,6,0,0,0,11.1,11.1,11.1,0.0,11.1,5173
536846,2010-12-02,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,70,0,0,0,0,0,0,0,0,402.0,0.0,0.0,0.0,402.0,5143
536847,2010-12-03,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,9,0,0,0,0,0,0,0,0,215.58,0.0,0.0,0.0,215.58,5219
536848,2010-12-03,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,534.0,0.0,0.0,0.0,534.0,5228
536849,2010-12-03,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,3,0,0,0,0,0,0,0,0,397.5,0.0,0.0,0.0,397.5,5231
536851,2010-12-03,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,15,0,0,0,0,0,0,0,0,1368.4,0.0,0.0,0.0,1368.4,5239
536852,2010-12-03,2010-12,France,Positive sale line,No rule triggered,0,No rule triggered,7,0,0,0,0,0,0,0,0,89.14,0.0,0.0,0.0,89.14,5254
536856,2010-12-03,2010-12,United Kingdom,Positive sale line,No rule triggered,0,No rule triggered,39,0,0,0,0,0,0,0,0,754.87,0.0,0.0,0.0,754.87,5266
